Entity,Count
musculoskeletal condition,13
swimmer,23
primigravida,114
antepartum deficiency,283
prenatal gastroenteritis,32
infertility,585
visit,233
fetus vitamin,13
monitoring,43
movement,166
hyperemesis pain,77
urti respiratory medication,15
gestation normal,87
insufficiency nasopharyngitis,10
delivery fetus,164
screening preterm,16
risk sprain,9
coronavirus enteritis,108
antepartum testing,7
education examination,441
inflammation osteoarthritis,6
delivery hematuria,125
head vertebra,17
mass abortion,125
culture rhinitis,12
type syncope,14
syncope,114
streptococcus regular,8
laboratory week,514
mycoplasma status,9
nausea hemorrhage,348
respiratory lump,205
pregnancy contraction,200
subluxation disease,16
symphysis,8
cough urinary conjunctivitis,83
braxton,12
spine,20
localized,294
extension,12
skin syndrome,10
gestation gastroenteritis,339
pattern,126
acute painful,51
diabetes morbid childbirth,12
vulva,64
vitamin deficiency,148
irritable vulva,8
risk micturition,7
renewing stage,8
presbyopia,432
service,180
blood iron menorrhagia,26
hypothyroidism type headache,31
sugar,131
pregnant sugar,51
injury,1000
spasm bleeding,59
single discharge,65
calcific,51
fetus gastritis,130
recurrent fetus gastritis,10
maternal,526
candidiasis,892
pregnancy bowel,118
hypoosmolality,156
fracture depression,74
ramus femur,10
urinary influenza hyperlipidemia,6
edema neck,94
fixation,26
left hyponatremia,55
insomnia,443
respiratory anxiety,280
localized pain,14
hypoxia,131
hypercapnia cardiomyopathy,13
benign condition,54
hepatomegaly,58
serum,225
pertrochanteric,21
imbalanced hypertension,7
openangle disease,118
poag,21
hypoosmolality counseling,7
hypertension dyslipidemia,340
heart cataract,37
glaucoma sciatica,73
vitamin examination,96
sinus,189
abscess carbuncle,74
heart change,45
kidney,3133
bradycardia,139
urinary hypokalemia,8
sore,609
implant,75
hand checkup,228
chronic examination soft,22
wound foot osteoarthritis,34
right shoulder disease,97
otitis nonintractable,89
tract diabetes,148
coronavirus,1788
txxa syndrome,453
periprosthetic,7
prescription counseling,130
laboratory burn,471
insulin tendinitis,24
node infection,42
post type headache,152
pattern right shoulder disease,26
lumbar finger extremity test,17
acute implant sciatica,9
knee supraspinatus,15
impingement,117
bone tissue,22
hyperlipidemia service hypertension,37
laboratory site,123
sensation assessment,12
benign,581
urinary cough,97
distention,16
escherichia,123
esbl,244
gastroesophageal burning,10
nutritional,235
spine repeat,9
spondylosis region,13
pregnant arrest,29
vascular,383
primary,99
treated,52
wheezing fracture,39
betalactamase,58
implant issue,34
medication coli,68
diabetes insufficiency,76
deficit medicine,13
class therapy,65
stress disorder,103
txxa surgery,160
prosthesis,18
cardiomegaly,95
year,151
catheter recurrent,38
urinary cough obesity,6
dementia distention,10
cement,10
stroke,518
counseling cement,6
lumbosacral arthritis,6
home,29
hypocalcemia,229
irritable hysteroscopy,7
thoracolumbar tract patient diabetes,9
uterine loss,95
infection osteoporosis,187
radiculopathy syndrome,107
bowel blood iron,43
knee abdomen,138
urinary hyperlipidemia,114
functional,118
thoracolumbar tract patient,55
styloid,34
irritable,219
lower deficiency tenosynovitis,11
hand midline checkup,24
postmenopausal,281
disc,46
nail medication,118
hyperprolactinemia miscarriage,7
disease site,193
peripartum,9
cold acute epistaxis noshow,6
mitral,44
serum esophagitis,12
pathologic,9
management disorder,115
chest dermatitis care test,8
nasopharyngitis labor,14
morbid abscess,25
flank,659
supervision pcos,26
trimester family,17
toenail,73
nonspecific,302
igtn,28
chronic examination furuncle,109
urine,274
hand diabetes,76
respiratory upper fever,35
periumbilical cough,88
generalized gastroenteritis,53
suppurative,215
rectal constipation,22
shoulder body,19
periumbilical cough conjunctivitis,7
cold acute fatigue sciatica,6
neck carbuncle,24
caries avulsion,6
insufficiency abscess rhinitis,19
risk muscle,24
muscle pulpitis,22
chest care,9
medication,424
rectal,112
toenail test,28
wound medium,81
giddiness,211
allergy sciatica,68
immunization myalgia disease,70
iron medication,82
chronic examination periodic,176
otitis itching,81
peripheral pharyngitis,12
sciatica etiology,37
externa,683
myalgia disease,247
tube,636
chronic examination esbl,37
pregnant symptom,80
patient diabetes,338
acute sign,82
hypothyroidism depression,57
home insulin,40
beta essential,27
carbuncle,331
trimester cutaneous pharyngitis,8
mellitus vision,16
polycystic vaccine,15
vision cmshcc,381
pregnancy assault,56
induction,155
care sinusitis,62
psoriasis,140
hydradenitis cellulitis,7
vitamin certificate,29
suture syndrome,67
antepartum furuncle,45
local infection,264
urine exposure,16
anogenital,34
bite headache,71
ddimer,7
chronic examination loin,30
insect,240
tooth pain,243
screening vision,274
urge,43
type microalbuminuria,62
dental staining,10
medication flank,67
abscess dermatitis,108
accretion disorder,93
presbyopia body site,40
checkup,926
bursitis spondylosis,10
blood cancer,168
dentin,32
morbid diabetes,28
calculus itchy,9
knee status,627
abnormality deficiency,26
pregnant teeth,389
comorbidity complication,131
flank prediabetes,6
bilateral blood cancer,12
sensitivity,85
oropharyngeal stage,65
gastrointestinal,36
lung buttock,20
nutritional repeat,15
dialysis rash,8
malfunction,24
uremia,19
alzheimer,139
medication ulcer,209
hyperosmolality,20
adjustmentreplacementremoval,59
type renal hypernatremia,8
anxiety pneumonia,35
rash sepsis,25
status kidney hematuria,134
group,127
tube cystitis,53
thrombocytopenia,289
stool site,44
symptom status,215
lung buttock anemia,11
immunization disease,674
epiphora,71
metal,20
primary gingivitis,92
wound cyst,102
dysmenorrhea,905
herpes management,9
hidradenitis,62
immunization right,83
herpesviral,26
pilonidal,217
site,1108
defective,193
generalized virus,98
cutaneous,120
communication,6
pharyngotonsillitis,14
irritable conjunctivitis,27
trunk,151
tinea allergic,22
leftsided,43
dyspnea,243
acute noshow,55
respiratory follow,94
vaccination behalf,24
edema osteoarthritis,7
vaccine diarrhea,97
visit dermatitis care test,15
flank constipation,9
abdominal finding,204
knee hematuria,68
pregnant knee hematuria,15
thrombosis tract diabetes,11
onychogryphosis,11
anhydrosis,173
chronic encounter,59
mellitus,334
surveillance health,88
meningioma,24
service artery hypertension,37
type status,9
status vitamin hematuria,16
acute sciatica investigation,7
shoulder site,48
disorder infection disease,87
anus,95
neuropathy,407
chest dermatitis,299
astigmatism,189
adjustment plaque,37
immunization shoulder disease,21
endodontic examination,96
bowel repeat complication,21
strain region,20
laboratory recurrent,46
prostatic muscle,7
tartar,7
sensorineural wall,8
insulin rash,114
prostate hyperplasia,53
enlargement allergic osteoarthritis,11
presbyopia hearing site,6
interstitial pregnant,8
hyponatremia infection,146
implant sciatica,16
primary osteoarthritis,43
hyponatremia infection osteoporosis disease,15
urinary service,14
gallbladder site,40
insulin ache,12
gastrointestinal calculus,14
knee neuromuscular,12
chronic cholecystitis,19
cholelithiasis,69
poor laterality,28
organism tract patient,27
bladder skin,115
iron repeat cholelithiasis,6
hypertensive bronchitis,23
insulin esrd,73
regurgitation,23
valve chronic examination,17
incompetence,64
lymphangitis,347
ulcer constipation,46
prescription fluid,52
vision swelling hemodialysis cmshcc,12
hyperuricemia,377
fibrillation deficiency,17
permanent,80
dialysis dryness,11
stenosis,367
atrial hematoma,7
duodenal,31
hypertensive bronchitis anemia,6
miscarriage birth,6
axilla status,19
early,144
involvement,314
rupture,703
maculopathy,6
reaction,42
sjogren,36
supervision antiphospholipid,11
trimester fluid,6
head infection,38
myopia,384
history uterine,9
calorie cholecystitis,127
chronicity factor,16
positive,322
mental joint,7
migrainosus cystocele,7
reactive moderate,15
presence abnormality,20
episode,329
organism,922
varicose noshow,56
nonseasonal pain,371
abortion gestation,126
uterine epilepsy,13
disc migraine,17
supervision incontinence,24
vertigo congestion tonsillitis,17
conversion,8
benign fever nasopharyngitis,26
respiratory anxiety infarction,19
regular dizziness,106
aphthae,30
medication menstruation,184
blood iron repeat cancer,23
trochanteric,28
externa vitamin,15
atopic radiculopathy,19
coronavirus bursitis,18
diminished,8
druginduced stage,47
maxillary otalgia calculus,6
txxa generalized,12
seizure,814
calcaneal,21
severe,213
neovascular,20
hyperlipidemia artery,69
edema cervical,34
snoring,112
thyroiditis extremity test,10
choroid,18
sensorineural pneumoniae,7
exacerbation,355
otitis joint,160
seropositive,42
dietary spondylosis,107
pigment,14
mycoplasma,76
chronic result,16
preventive dermatitis,29
vaccine reflux,37
severity anhidrosis,32
head,82
vaccination tissue,33
allergic osteoarthritis asthma,10
preop cluster infection,9
choroid bronchitis,7
vision swelling,50
gastritis lens,51
face dryness,15
primary edema,96
apnea injury fever,6
hydrocephalus,79
orbit trauma,6
graf,34
leftsided medicine,8
ulcer hemorrhage constipation,11
anhidrosis,212
acute anhidrosis,22
sleep neuropathy muscle,10
dietary bursitis,18
sleep neuropathy,50
vitamin abdomen,23
bladder lower,13
lower skin deficiency,42
history surveillance,8
gastroesophageal surgery,9
laryngopharyngitis,34
chronic examination weakness,134
borderline calculus,8
tooth pericoronitis pain,10
hemorrhage cmshcc,31
neoplasm behavior,39
bone abscess,93
rhabdomyolysis,26
personality,25
cough cellulitis,60
nasal tooth,116
immunization osteoporosis,27
intertrigo skin deficiency,17
spasm teeth,12
nausea,538
congestion,309
measure,323
preventive tissue,7
infection acid,24
hydroxychloroquine,13
sxxb,24
vitamin candida,129
mass,54
class organism,19
diabetes morbid,39
diarrhea dehiscence,8
adhesive,130
organ,394
variant,87
iron repeat,140
insulin history dyspepsia,10
kidney hematuria,442
counseling pectoris,70
cerebral,371
insulin cerumen,50
stage activity,49
acute epistaxis,100
copd,39
calculus atrophy,34
aortic obstruction,16
limitation,196
dyslipidemia bowel,58
tissue behalf,13
crown infection right disease,8
medicine peptic,10
bowel repeat,13
prostate,184
infarction pneumonia,59
apnea,172
respiratory hyperuricemia,98
valve gastritis,49
delivery chill,28
reflux abdominal,17
cold highrisk,26
membrane cmshcc,23
infestation,88
intermittent,396
noshow,349
laryngitis,162
morphology,363
status restoration,65
drug birth,78
sinusitis thyroiditis,16
ulna,11
pregnancy sore,272
granuloma,79
healing,236
gastroesophageal atopic,20
allergic shaft,22
vaccine diet,42
nipple type,44
supervision lactation fracture,30
breathing tonsillitis,43
knee externa,81
scar migraine,51
glucose,136
damage,194
prenatal transverse,15
calculus discharge,106
tooth consultation,16
instability,23
puerperium reflux,17
calorie laryngitis,24
skin cornea,14
retina,260
photocoagulation hypercholesterolemia,6
laser overweight,9
tissue dermatitis,76
keratitis,56
bronchitis gastritis,155
edema arthritis tinea,9
osteo,106
amputation,226
corn,53
postmenopausal retinopathy,24
respiratory deformity necrosis,7
palsy,102
hand bone system,6
hyperlipidemia hypertension dyslipidemia,45
burn bronchitis,61
urinary conjunctivitis cellulitis,29
mellitus ulcer constipation,14
care finger test,24
callosity,49
history dryness,37
health pain,17
necrosis,149
urti respiratory tract,55
nasopharyngitis,978
covid nonintractable,58
issuance,44
abdominal colic,16
urethritis,123
chronicity infection,264
body headache,48
sciatica pharyngitis,34
gastrectomy,22
follicular dermatitis,36
breast respiratory,179
accretion,55
crown infection disease,34
stage management,30
postpartum,55
membrane screening,63
cellulitis obesity,21
polycystic diet,22
trimester dislocation,6
labor,255
antepartum prom,135
body laboratory,91
lactating,54
growth,47
breast respiratory intake,22
gingivitis labor,17
carcinoma,294
trachoma,12
behalf cmshcc,57
urinary hyperkalemia,49
infection osteoarthritis,36
shoulder disease,68
vitamin hematuria rotator,6
tear,58
arthritis osteoarthritis,15
subgingival,46
muscle calculus,13
meniscus,117
respiratory injury,274
immunization gynecologic,7
respiratory injury rupture,12
primary cervical arthritis,21
pregnant knee occult,6
rotator,141
cuff disease,165
tooth dementia,21
burn,243
pneumonitis,88
bladder refill,9
mechanism accident,101
rotator failure,28
hypercapnia constipation,34
gastrostomy hematuria,142
tear recurrent,11
hypothermia,12
copd infection osteoporosis,24
vomit,73
cough urinary pain,22
prenatal vaginitis,47
educationcounseling,54
acute pregnancy virus,30
special gestation,18
metabolism,87
iron repeat complication,148
respiratory infarction pneumonia,44
pectoris,218
chronic,508
type renal shock,20
insulin sepsis,33
coronary,173
respiratory infarction pneumonia injury,19
forearm,165
dermatitis finger disturbance,11
heart hyperplasia,107
pharyngitis pectoris,23
finger disturbance,41
allergic cyst,48
diabetes alzheimer,78
bone dermatitis,12
deficiency colon refill,8
recurrent colitis,15
bronchitis healing,46
colitis,409
sacrum,27
vaccination system,24
disc laterality,168
infarct,19
morphology carcinoma,11
bowel cancer,81
uncomplicated,86
folate,13
heart abdominal systolic,14
wxxxa diarrhea,47
proctitis,29
hypokalemia,207
druginduced,125
thoracolumbar diabetes,12
apnea fever,71
insulin obstruction,34
abdominal cataract,14
medication decubitus mellitus ulcer,6
abdomen kidney hematuria,16
cavity abdominal,27
cavity,55
visual,37
symptom bleeding,131
diabetic pressure tract diabetes,11
observation cough,67
acute sign difficulty,8
ventral bronchitis,10
pain wall,7
penetration,31
decubitus mellitus ulcer reaction,7
apnea fever condition,12
abdominal cataract finding,6
medicine region,36
hernia service,9
abdomen kidney,28
breathing,18
insulin cough,25
hypercholesterolemia dyslipidemia,39
exotropia,33
subclinical dressing,16
laboratory hemoglobin,23
trauma conjunctivitis,29
